UniqueID,What is your gender?,What is your age?,What is your race?,Are you hispanic?,What is your level of education?,What is your income?,What area of New York are you from?,What is your zip code?,What is your borough?,Do you have a drivers license?,Do you have access to a car?,Reason for car,What type of car do you have?,Where do you park your car?,Do you pay to park?,Do you have a smartphone?,Do you own a bike?,How many bikes do you own?,qBIKETYPE1,Where do your packages get delivered?,"If you get parcels at a postal store, how far away are they?",Opinion of the subway,Has this affected how often you use the subway?,Opinion on the bus service,Has this affected how often you use the bus,Relationship status,Do you get state welfare?,Are you disabled?,What type of building do you live in?,Do you rent or own your house?,How many children do you have?,Do you accompany your children to school?,Employment Status,What type of industry do you work in?,How many fulltime jobs do you have?,How many part time jobs do you have?,How many jobs do you have?,Where do you work?,Can you work from home?,Which borough do you work in?,What time do you go to work?,What time do you finish work?,What is your preferred language?
10202617,Male,19,Asian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Brooklyn,11209,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,10-20 blocks,Staying the same,NA,Staying the same,NA,Single,No,No,A building with 2 to 9 apartments,Rent,None,NA,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
10202621,Female,38,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Outer Queens,11412,Queens,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,NA,NA,NA,NA,Married,No,No,A one family house detached from any other house,Rent,None,NA,Employed full time (working more than 30 hours per week),Education,1,0,1 job,At a school or day care facility,"Yes, work from home",NA,7:30am,4:30am,NA
10202623,Male,68,White/Caucasian,"Yes, Other","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Middle Queens,11375,Queens,Yes,I personally own or lease a car,1,Gasoline,On the street,NA,Yes,Yes,3,Yes,Refused,NA,Getting worse,I use the subway the same amount,NA,NA,Married,No,No,A building with 50 or more apartments,Own,None,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,At an office,"Yes, work from home",NA,9:00 AM,6:00 PM,NA
10202628,Female,50,Other,"Yes, Other","High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Inner Brooklyn,11206,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,No,Yes,2,Yes,My lobby,NA,Getting worse,I use the subway more frequently,NA,NA,Single,No,No,A building with 50 or more apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Government,1,0,1 job,Other,"Yes, work from home",NA,8am,530pm,NA
10202630,Male,64,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Manhattan Core,10013,Manhattan,No,NA,NA,NA,NA,NA,No,No,NA,NA,Other,NA,Getting better,I use the subway the same amount,Staying the same,NA,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202631,Male,32,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Outer Queens,11417,Queens,Yes,I personally own or lease a car,2,Gasoline,In a shared driveway,NA,Yes,Yes,2,Yes,My doorstep,NA,Staying the same,NA,Staying the same,NA,Living in a committed partnership,No,No,A one family house detached from any other house,Rent,None,NA,Employed full time (working more than 30 hours per week),Transportation and Utilities,1,0,1 job,Other,"Yes, work from home",NA,700,600,NA
10202633,Female,29,Other,"Yes, Puerto Rican","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Outer Queens,11429,Queens,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,On the street,NA,Yes,Yes,2,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,Own,None,NA,Employed full time (working more than 30 hours per week),Retail,1,0,1 job,"At a store, restaurant, or hotel","Yes, work from home",NA,10:00 AM,9:00 PM,NA
10202637,Male,76,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Queens,11413,Queens,Yes,I personally own or lease a car,1,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Widowed,No,No,A one family house detached from any other house,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202641,Female,70,Black/ African American/ Caribbean American,"Yes, Other","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Outer Queens,11423,Queens,Yes,I personally own or lease a car,2,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,A postal store,1-2 blocks,Getting worse,I use the subway less frequently,Staying the same,NA,Divorced,No,Yes,A one family house detached from any other house,Own,One,NA,Employed full time (working more than 30 hours per week),Health Care/Social Assistance,1,0,1 job,At a hospital/doctor's office/healthcare facility,"Yes, work from home",NA,2pm,11pm,NA
10202644,Female,56,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Brooklyn,11209,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,Other,NA,Staying the same,NA,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Financial services,1,0,1 job,At an office,"Yes, work from home",NA,600am,430pm,NA
10202646,Female,62,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Outer Brooklyn,11234,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,On the street,NA,No,Yes,NA,NA,My doorstep,NA,NA,NA,NA,NA,Single,No,No,A one family house detached from any other house,Rent,Two,Yes,Stay-at-home parent,NA,NA,NA,0,NA,NA,NA,,,NA
10202647,Female,71,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",No high school,"Less than $14,999",Outer Queens,11419,Queens,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,In a single family home garage or driveway,NA,Yes,No,NA,NA,My doorstep,NA,Refused,NA,Staying the same,NA,NA,No,Yes,A one family house detached from any other house,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202648,Female,50,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Inner Brooklyn,11217,Brooklyn,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,1,Yes,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,Own,None,NA,Employed full time (working more than 30 hours per week),Other,1,0,1 job,At an office,"Yes, work from home",NA,9AM,5PM,NA
10202649,Female,78,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Outer Queens,11358,Queens,Yes,I personally own or lease a car,1,Gasoline,Other,NA,No,Yes,1,Yes,My doorstep,NA,NA,NA,NA,NA,Widowed,No,No,A one family house attached to one or more houses,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202650,Female,54,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Inner Brooklyn,11237,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Single,No,No,A one family house attached to one or more houses,Own,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202652,Female,72,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some high school,"Less than $14,999",Outer Brooklyn,11203,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,In another parking garage or lot,No,No,No,NA,NA,My doorman,NA,Getting better,I use the subway less frequently,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,Two,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202653,Male,26,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Brooklyn,11228,Brooklyn,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",2,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,3,Yes,My doorstep,NA,Getting worse,I use the subway the same amount,Staying the same,NA,Single,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),"Professional & Business Services (consulting, legal, marketing)",1,0,1 job,At an office,"Yes, work from home",NA,637,730,NA
10202654,Male,67,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Queens,11413,Queens,Yes,I personally own or lease a car,3,Gasoline,In a shared driveway,NA,Yes,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Divorced,No,No,A one family house detached from any other house,Own,One,No,Employed full time (working more than 30 hours per week),Transportation and Utilities,1,0,1 job,Other,"Yes, work from home",NA,pm,am,NA
10202656,Female,40,Other,"Yes, Other","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Southern Bronx,10460,The Bronx,Yes,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,A postal store,6-10 blocks,Getting worse,I use the subway the same amount,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Rent,Two,No,Employed part time (working less than 30 hours per week),Other,NA,1,1 job,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",NA,8am,2pm,NA
10202659,Female,73,NA,"Yes, Other",Some high school,"Less than $14,999",Northern Manhattan,10031,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,A postal store,6-10 blocks,Staying the same,NA,Getting better,I take the bus less frequently,Single,No,No,A building with 10 to 49 apartments,Rent,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202660,Female,69,Black/ African American/ Caribbean American,"Yes, Other","High school graduate or equivalent (i.e., GED)","Less than $14,999",Northern Manhattan,10040,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",6-10 blocks,Getting better,I use the subway less frequently,Staying the same,NA,Married,No,No,NA,NA,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202662,Male,70,Black/ African American/ Caribbean American,"Yes, Mexican, Mexican American, Chicano","High school graduate or equivalent (i.e., GED)","Less than $14,999",Southern Bronx,10459,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,A postal store,3-5 blocks,Getting worse,I use the subway the same amount,Staying the same,NA,Married,No,No,A building with 2 to 9 apartments,Rent,None,NA,Employed part time (working less than 30 hours per week),Construction,NA,1,1 job,Other,"Yes, work from home",NA,no hay horario,camion,NA
10202664,Female,52,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","Less than $14,999",Outer Brooklyn,11210,Brooklyn,No,I personally own or lease a car,1,Gasoline,In another parking garage or lot,No,No,No,NA,NA,My doorstep,NA,Staying the same,NA,Staying the same,NA,Single,No,No,A one family house detached from any other house,Own,None,NA,Unemployed,NA,NA,NA,0,NA,NA,NA,,,NA
10202666,Male,30,Other,"Yes, Other","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Brooklyn,11211,Brooklyn,No,I do not have access to a car,NA,NA,NA,NA,Yes,No,NA,NA,My lobby,NA,Getting worse,I use the subway the same amount,NA,NA,Married,No,No,A building with 10 to 49 apartments,Rent,None,NA,Employed full time (working more than 30 hours per week),Non-profit,1,0,1 job,At an office,"Yes, work from home",NA,7am,4pm,NA
10202669,Female,68,Other,"Yes, Other","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Northern Manhattan,10027,Manhattan,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,A postal store,3-5 blocks,Getting better,I use the subway less frequently,Getting better,I take the bus less frequently,Single,Yes,No,A building with 50 or more apartments,Rent,None,NA,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202684,Female,47,Two or more races,"Yes, Other","High school graduate or equivalent (i.e., GED)","Less than $14,999",Southern Bronx,10455,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,Yes,Yes,2,Yes,Refused,NA,Getting better,I use the subway less frequently,Staying the same,NA,Married,No,No,A building with 10 to 49 apartments,Rent,Two,NA,Full time student,NA,NA,NA,0,NA,NA,NA,,,NA
10202690,Female,68,White/Caucasian,"Yes, Other",Some high school,"Less than $14,999",Southern Bronx,10453,The Bronx,No,I do not have access to a car,NA,NA,NA,NA,No,No,NA,NA,Other,NA,Staying the same,NA,Staying the same,NA,Widowed,Yes,No,A building with 2 to 9 apartments,Rent,None,NA,Other,NA,NA,NA,0,NA,NA,NA,,,NA
10202692,Female,60,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Brooklyn,11214,Brooklyn,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",1,Gasoline,On the street,NA,Yes,Yes,NA,NA,My doorstep,NA,Getting worse,I use the subway the same amount,Getting worse,I take the bus the same amount,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed part time (working less than 30 hours per week),Health Care/Social Assistance,NA,1,1 job,At an office,"Yes, work from home",NA,9am,3pm,NA
10202695,Male,76,Black/ African American/ Caribbean American,"Yes, Other","High school graduate or equivalent (i.e., GED)","$50,000 - $74,999",Outer Brooklyn,11212,Brooklyn,Yes,I personally own or lease a car,3,Gasoline,In a shared driveway,NA,Yes,Yes,2,Yes,Other,NA,NA,NA,NA,NA,Married,No,No,A one family house detached from any other house,Own,Two,No,Retired,NA,NA,NA,0,NA,NA,NA,,,NA
10202696,Male,65,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin",Some college but degree not received or in progress,"$75,000 - $99,999",Middle Queens,11357,Queens,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",4 or more,Gasoline,In a single family home garage or driveway,NA,Yes,Yes,1,Yes,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed part time (working less than 30 hours per week),Non-profit,NA,1,1 job,At a school or day care facility,"Yes, work from home",NA,1pm,6:30pm,NA
10202701,Male,63,White/Caucasian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Brooklyn,11215,Brooklyn,Yes,I personally own or lease a car,1,Hybrid,On the street,NA,Yes,Yes,2,No,My doorstep,NA,Getting worse,I use the subway less frequently,NA,NA,Married,No,No,A one family house detached from any other house,Own,None,NA,Employed full time (working more than 30 hours per week),Non-profit,1,0,1 job,At an office,"Yes, work from home",NA,09:30,07:00,NA
10202702,Female,35,Black/ African American/ Caribbean American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Middle Queens,11423,Queens,Yes,I personally own or lease a car,1,Hybrid,On the street,NA,Yes,No,NA,NA,My doorstep,NA,Getting worse,I use the subway less frequently,Staying the same,NA,Married,No,No,A one family house attached to one or more houses,Rent,One,Yes,Employed part time (working less than 30 hours per week),Arts & Entertainment,NA,2,2 jobs,Varying job sites,"Yes, work from home",NA,varies,varies,NA
